***	**** Program	HYDRUS									
***	****										
Wel	come to HYDR	US-1D									
Dat	e:  25. 9.	Time:  16	: 0:13								
Uni	ts: L = mm	", T = min"	", M = mmo"		l						
											
											
Tim	e:       10.	0									
											
											
Nod	e      Depth	Head	Moisture	Ths	K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
99	-980	-1327.228	0.486		1.03E-03	6.49E-05	-1.32E-03	0.00E+00	-1	-5.74E-03	20
100	-990	-1329.362	0.4859		1.03E-03	6.48E-05	-1.18E-03	0.00E+00	-1	-5.12E-03	20
101	-1000	-1330.09	0.4858		1.03E-03	6.48E-05	-1.10E-03	0.00E+00	-1	-4.79E-03	20
end											
											
											
Tim	e:      140.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-286.15	0.6141		4.94E-03	2.14E-04	-1.00E-02	0.00E+00	-1	-4.35E-02	20
2	-10	-299.47	0.6112		4.50E-03	2.09E-04	-1.24E-02	0.00E+00	-1	-5.38E-02	20
3	-20	-321.588	0.6068		4.06E-03	2.03E-04	-1.56E-02	0.00E+00	-1	-6.78E-02	20
4	-30	-358.737	0.5995		3.33E-03	1.91E-04	-1.98E-02	0.00E+00	-1	-8.61E-02	20
5	-40	-425.522	0.5875		2.44E-03	1.73E-04	-2.46E-02	0.00E+00	-1	-1.07E-01	20
6	-50	-554.635	0.5672		1.44E-03	1.44E-04	-2.91E-02	0.00E+00	-1	-1.26E-01	20
7	-60	-635.055	0.5477		5.45E-03	1.27E-04	-3.26E-02	0.00E+00	-1	-1.42E-01	20
8	-70	-692.707	0.5408		4.59E-03	1.19E-04	-3.51E-02	0.00E+00	-1	-1.53E-01	20
9	-80	-772.153	0.5315		3.51E-03	1.08E-04	-3.68E-02	0.00E+00	-1	-1.60E-01	20
10	-90	-882.619	0.5206		2.68E-03	9.65E-05	-3.71E-02	0.00E+00	-1	-1.61E-01	20
11	-100	-1035.84	0.5071		1.85E-03	8.31E-05	-3.59E-02	0.00E+00	-1	-1.56E-01	20
12	-110	-1258.209	0.4904		1.15E-03	6.83E-05	-3.28E-02	0.00E+00	-1	-1.42E-01	20
13	-120	-1587.94	0.4706		6.53E-04	5.35E-05	-2.74E-02	0.00E+00	-1	-1.19E-01	20
14	-130	-2060.938	0.4491		3.46E-04	4.03E-05	-1.99E-02	0.00E+00	-1	-8.67E-02	20
15	-140	-2643.472	0.4291		1.85E-04	3.03E-05	-1.17E-02	0.00E+00	-1	-5.09E-02	20
16	-150	-3145.329	0.4153		1.15E-04	2.45E-05	-5.39E-03	0.00E+00	-1	-2.34E-02	20
17	-160	-3430.875	0.409		9.51E-05	2.23E-05	-2.07E-03	0.00E+00	-1	-9.00E-03	20
18	-170	-3534.333	0.4067		8.81E-05	2.16E-05	-6.70E-04	0.00E+00	-1	-2.91E-03	20
19	-180	-3558.761	0.4062		8.64E-05	2.14E-05	-1.73E-04	0.00E+00	-1	-7.51E-04	20
20	-190	-3553.95	0.4063		8.67E-05	2.14E-05	9.28E-06	0.00E+00	-1	4.03E-05	20
21	-200	-3536.682	0.4067		8.79E-05	2.15E-05	9.68E-05	0.00E+00	-1	4.21E-04	20
22	-210	-3512.019	0.4072		8.96E-05	2.17E-05	1.56E-04	0.00E+00	-1	6.79E-04	20
23	-220	-3481.924	0.4079		9.17E-05	2.20E-05	2.03E-04	0.00E+00	-1	8.83E-04	20
24	-230	-3447.776	0.4086		9.40E-05	2.22E-05	2.41E-04	0.00E+00	-1	1.05E-03	20
25	-240	-3410.834	0.4094		9.66E-05	2.25E-05	2.69E-04	0.00E+00	-1	1.17E-03	20
26	-250	-3372.193	0.4103		9.92E-05	2.28E-05	2.88E-04	0.00E+00	-1	1.25E-03	20
27	-260	-3332.699	0.4112		1.02E-04	2.31E-05	3.02E-04	0.00E+00	-1	1.31E-03	20
28	-270	-3292.926	0.412		1.05E-04	2.34E-05	3.11E-04	0.00E+00	-1	1.35E-03	20
29	-280	-3253.224	0.4129		1.07E-04	2.37E-05	3.18E-04	0.00E+00	-1	1.38E-03	20
30	-290	-3213.765	0.4138		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3174.591	0.4146		1.13E-04	2.43E-05	3.28E-04	0.00E+00	-1	1.42E-03	20
32	-310	-3135.644	0.4155		1.15E-04	2.46E-05	3.34E-04	0.00E+00	-1	1.45E-03	20
33	-320	-3096.769	0.4163		1.18E-04	2.49E-05	3.42E-04	0.00E+00	-1	1.49E-03	20
34	-330	-3057.704	0.4172		1.21E-04	2.52E-05	3.55E-04	0.00E+00	-1	1.54E-03	20
35	-340	-3018.432	0.4183		1.27E-04	2.57E-05	3.76E-04	0.00E+00	-1	1.64E-03	20
36	-350	-2978.338	0.4194		1.33E-04	2.62E-05	4.10E-04	0.00E+00	-1	1.78E-03	20
37	-360	-2936.696	0.4206		1.39E-04	2.67E-05	4.58E-04	0.00E+00	-1	1.99E-03	20
38	-370	-2892.727	0.4219		1.46E-04	2.72E-05	5.19E-04	0.00E+00	-1	2.26E-03	20
39	-380	-2845.774	0.4233		1.54E-04	2.78E-05	5.94E-04	0.00E+00	-1	2.58E-03	20
40	-390	-2795.443	0.4247		1.61E-04	2.84E-05	6.80E-04	0.00E+00	-1	2.95E-03	20
41	-400	-2741.688	0.4263		1.70E-04	2.91E-05	7.70E-04	0.00E+00	-1	3.35E-03	20
42	-410	-2684.794	0.4279		1.79E-04	2.98E-05	8.62E-04	0.00E+00	-1	3.75E-03	20
43	-420	-2625.297	0.4296		1.88E-04	3.06E-05	9.49E-04	0.00E+00	-1	4.13E-03	20
44	-430	-2563.847	0.4314		1.97E-04	3.13E-05	1.03E-03	0.00E+00	-1	4.47E-03	20
45	-440	-2501.095	0.4332		2.07E-04	3.21E-05	1.10E-03	0.00E+00	-1	4.79E-03	20
46	-450	-2437.612	0.435		2.17E-04	3.29E-05	1.16E-03	0.00E+00	-1	5.06E-03	20
47	-460	-2374.873	0.4373		2.36E-04	3.40E-05	1.23E-03	0.00E+00	-1	5.34E-03	20
48	-470	-2313.69	0.4396		2.57E-04	3.52E-05	1.29E-03	0.00E+00	-1	5.61E-03	20
49	-480	-2254.365	0.4418		2.78E-04	3.64E-05	1.35E-03	0.00E+00	-1	5.85E-03	20
50	-490	-2196.735	0.444		2.98E-04	3.76E-05	1.40E-03	0.00E+00	-1	6.07E-03	20
51	-500	-2140.624	0.4461		3.18E-04	3.87E-05	1.44E-03	0.00E+00	-1	6.27E-03	20
52	-510	-2085.859	0.4482		3.37E-04	3.98E-05	1.49E-03	0.00E+00	-1	6.47E-03	20
53	-520	-2032.283	0.4502		3.56E-04	4.08E-05	1.53E-03	0.00E+00	-1	6.66E-03	20
54	-530	-1979.756	0.4522		3.74E-04	4.19E-05	1.57E-03	0.00E+00	-1	6.84E-03	20
55	-540	-1928.158	0.4541		3.92E-04	4.29E-05	1.62E-03	0.00E+00	-1	7.02E-03	20
56	-550	-1878.217	0.4564		4.27E-04	4.44E-05	1.66E-03	0.00E+00	-1	7.23E-03	20
57	-560	-1830.329	0.4588		4.64E-04	4.59E-05	1.71E-03	0.00E+00	-1	7.44E-03	20
58	-570	-1784.301	0.461		5.00E-04	4.73E-05	1.76E-03	0.00E+00	-1	7.65E-03	20
59	-580	-1739.851	0.4632		5.35E-04	4.87E-05	1.80E-03	0.00E+00	-1	7.84E-03	20
60	-590	-1696.789	0.4653		5.68E-04	5.00E-05	1.84E-03	0.00E+00	-1	8.00E-03	20
61	-600	-1654.993	0.4673		6.01E-04	5.14E-05	1.87E-03	0.00E+00	-1	8.14E-03	20
62	-610	-1614.4	0.4693		6.32E-04	5.26E-05	1.90E-03	0.00E+00	-1	8.24E-03	20
63	-620	-1574.994	0.4713		6.63E-04	5.39E-05	1.91E-03	0.00E+00	-1	8.29E-03	20
64	-630	-1536.801	0.4731		6.93E-04	5.51E-05	1.91E-03	0.00E+00	-1	8.29E-03	20
65	-640	-1500.219	0.4752		7.39E-04	5.65E-05	1.89E-03	0.00E+00	-1	8.20E-03	20
66	-650	-1465.852	0.4773		7.97E-04	5.82E-05	1.84E-03	0.00E+00	-1	8.02E-03	20
67	-660	-1433.814	0.4793		8.52E-04	5.98E-05	1.78E-03	0.00E+00	-1	7.72E-03	20
68	-670	-1404.017	0.4812		9.02E-04	6.12E-05	1.68E-03	0.00E+00	-1	7.31E-03	20
69	-680	-1376.434	0.4829		9.49E-04	6.25E-05	1.56E-03	0.00E+00	-1	6.78E-03	20
70	-690	-1351.069	0.4845		9.92E-04	6.38E-05	1.41E-03	0.00E+00	-1	6.13E-03	20
71	-700	-1327.948	0.486		1.03E-03	6.49E-05	1.23E-03	0.00E+00	-1	5.36E-03	20
72	-710	-1307.101	0.4873		1.07E-03	6.59E-05	1.03E-03	0.00E+00	-1	4.48E-03	20
73	-720	-1288.554	0.4884		1.10E-03	6.68E-05	8.09E-04	0.00E+00	-1	3.52E-03	20
74	-730	-1272.327	0.4895		1.13E-03	6.76E-05	5.68E-04	0.00E+00	-1	2.47E-03	20
75	-740	-1258.421	0.4903		1.15E-03	6.82E-05	3.15E-04	0.00E+00	-1	1.37E-03	20
76	-750	-1246.824	0.4911		1.17E-03	6.88E-05	5.29E-05	0.00E+00	-1	2.30E-04	20
77	-760	-1237.498	0.4916		1.18E-03	6.92E-05	-2.12E-04	0.00E+00	-1	-9.20E-04	20
78	-770	-1230.386	0.4921		1.20E-03	6.96E-05	-4.73E-04	0.00E+00	-1	-2.06E-03	20
79	-780	-1225.401	0.4924		1.21E-03	6.98E-05	-7.26E-04	0.00E+00	-1	-3.15E-03	20
80	-790	-1222.435	0.4926		1.21E-03	7.00E-05	-9.64E-04	0.00E+00	-1	-4.19E-03	20
81	-800	-1221.35	0.4927		1.21E-03	7.00E-05	-1.18E-03	0.00E+00	-1	-5.15E-03	20
82	-810	-1221.991	0.4926		1.21E-03	7.00E-05	-1.38E-03	0.00E+00	-1	-6.00E-03	20
83	-820	-1224.182	0.4925		1.21E-03	6.99E-05	-1.55E-03	0.00E+00	-1	-6.75E-03	20
84	-830	-1227.738	0.4923		1.20E-03	6.97E-05	-1.70E-03	0.00E+00	-1	-7.38E-03	20
85	-840	-1232.468	0.492		1.19E-03	6.95E-05	-1.82E-03	0.00E+00	-1	-7.89E-03	20
86	-850	-1238.181	0.4916		1.18E-03	6.92E-05	-1.91E-03	0.00E+00	-1	-8.28E-03	20
87	-860	-1244.692	0.4912		1.17E-03	6.89E-05	-1.97E-03	0.00E+00	-1	-8.57E-03	20
88	-870	-1251.825	0.4907		1.16E-03	6.86E-05	-2.01E-03	0.00E+00	-1	-8.75E-03	20
89	-880	-1259.409	0.4903		1.15E-03	6.82E-05	-2.03E-03	0.00E+00	-1	-8.84E-03	20
90	-890	-1267.285	0.4898		1.13E-03	6.78E-05	-2.03E-03	0.00E+00	-1	-8.84E-03	20
91	-900	-1275.292	0.4893		1.12E-03	6.74E-05	-2.02E-03	0.00E+00	-1	-8.77E-03	20
92	-910	-1283.277	0.4888		1.11E-03	6.70E-05	-1.98E-03	0.00E+00	-1	-8.61E-03	20
93	-920	-1291.083	0.4883		1.09E-03	6.67E-05	-1.93E-03	0.00E+00	-1	-8.39E-03	20
94	-930	-1298.549	0.4878		1.08E-03	6.63E-05	-1.86E-03	0.00E+00	-1	-8.09E-03	20
95	-940	-1305.51	0.4874		1.07E-03	6.60E-05	-1.78E-03	0.00E+00	-1	-7.73E-03	20
96	-950	-1311.8	0.487		1.06E-03	6.57E-05	-1.68E-03	0.00E+00	-1	-7.31E-03	20
97	-960	-1317.251	0.4866		1.05E-03	6.54E-05	-1.57E-03	0.00E+00	-1	-6.82E-03	20
98	-970	-1321.704	0.4864		1.04E-03	6.52E-05	-1.45E-03	0.00E+00	-1	-6.29E-03	20
99	-980	-1325.013	0.4862		1.04E-03	6.50E-05	-1.31E-03	0.00E+00	-1	-5.71E-03	20
100	-990	-1327.059	0.486		1.03E-03	6.49E-05	-1.18E-03	0.00E+00	-1	-5.11E-03	20
101	-1000	-1327.756	0.486		1.03E-03	6.49E-05	-1.10E-03	0.00E+00	-1	-4.80E-03	20
end											
											
											
Tim	e:      150.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-331.862	0.6048		3.86E-03	1.99E-04	-3.24E-08	0.00E+00	-1	-1.41E-07	20
2	-10	-330.885	0.605		3.88E-03	2.00E-04	-6.61E-03	0.00E+00	-1	-2.87E-02	20
3	-20	-346.997	0.6018		3.57E-03	1.95E-04	-1.24E-02	0.00E+00	-1	-5.39E-02	20
4	-30	-383.528	0.5948		2.91E-03	1.84E-04	-1.74E-02	0.00E+00	-1	-7.56E-02	20
5	-40	-451.221	0.5831		2.17E-03	1.67E-04	-2.19E-02	0.00E+00	-1	-9.51E-02	20
6	-50	-580.243	0.5635		1.29E-03	1.39E-04	-2.58E-02	0.00E+00	-1	-1.12E-01	20
7	-60	-656.326	0.5451		5.14E-03	1.24E-04	-2.89E-02	0.00E+00	-1	-1.26E-01	20
8	-70	-710.005	0.5387		4.33E-03	1.16E-04	-3.11E-02	0.00E+00	-1	-1.35E-01	20
9	-80	-782.893	0.5305		3.43E-03	1.07E-04	-3.27E-02	0.00E+00	-1	-1.42E-01	20
10	-90	-881.368	0.5208		2.69E-03	9.66E-05	-3.32E-02	0.00E+00	-1	-1.44E-01	20
11	-100	-1015.099	0.5087		1.92E-03	8.45E-05	-3.25E-02	0.00E+00	-1	-1.41E-01	20
12	-110	-1206.149	0.4936		1.24E-03	7.08E-05	-3.04E-02	0.00E+00	-1	-1.32E-01	20
13	-120	-1486.878	0.4761		7.63E-04	5.72E-05	-2.66E-02	0.00E+00	-1	-1.16E-01	20
14	-130	-1881.564	0.4563		4.27E-04	4.43E-05	-2.07E-02	0.00E+00	-1	-8.98E-02	20
15	-140	-2396.949	0.4365		2.29E-04	3.36E-05	-1.37E-02	0.00E+00	-1	-5.96E-02	20
16	-150	-2942.153	0.4205		1.39E-04	2.66E-05	-7.41E-03	0.00E+00	-1	-3.22E-02	20
17	-160	-3312.847	0.4116		1.03E-04	2.32E-05	-3.20E-03	0.00E+00	-1	-1.39E-02	20
18	-170	-3486.484	0.4078		9.13E-05	2.19E-05	-1.18E-03	0.00E+00	-1	-5.15E-03	20
19	-180	-3541.491	0.4066		8.76E-05	2.15E-05	-3.59E-04	0.00E+00	-1	-1.56E-03	20
20	-190	-3547.141	0.4065		8.72E-05	2.15E-05	-5.07E-05	0.00E+00	-1	-2.20E-04	20
21	-200	-3533.101	0.4068		8.82E-05	2.16E-05	7.81E-05	0.00E+00	-1	3.40E-04	20
22	-210	-3509.519	0.4073		8.98E-05	2.17E-05	1.49E-04	0.00E+00	-1	6.48E-04	20
23	-220	-3479.982	0.4079		9.18E-05	2.20E-05	1.99E-04	0.00E+00	-1	8.65E-04	20
24	-230	-3446.284	0.4087		9.41E-05	2.22E-05	2.37E-04	0.00E+00	-1	1.03E-03	20
25	-240	-3409.741	0.4095		9.66E-05	2.25E-05	2.65E-04	0.00E+00	-1	1.15E-03	20
26	-250	-3371.43	0.4103		9.93E-05	2.28E-05	2.86E-04	0.00E+00	-1	1.24E-03	20
27	-260	-3332.179	0.4112		1.02E-04	2.31E-05	3.00E-04	0.00E+00	-1	1.30E-03	20
28	-270	-3292.57	0.412		1.05E-04	2.34E-05	3.10E-04	0.00E+00	-1	1.35E-03	20
29	-280	-3252.958	0.4129		1.07E-04	2.37E-05	3.17E-04	0.00E+00	-1	1.38E-03	20
30	-290	-3213.529	0.4138		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3174.333	0.4146		1.13E-04	2.43E-05	3.28E-04	0.00E+00	-1	1.43E-03	20
32	-310	-3135.304	0.4155		1.15E-04	2.46E-05	3.35E-04	0.00E+00	-1	1.46E-03	20
33	-320	-3096.281	0.4163		1.18E-04	2.49E-05	3.44E-04	0.00E+00	-1	1.50E-03	20
34	-330	-3056.988	0.4172		1.21E-04	2.52E-05	3.58E-04	0.00E+00	-1	1.56E-03	20
35	-340	-3017.411	0.4183		1.27E-04	2.57E-05	3.81E-04	0.00E+00	-1	1.66E-03	20
36	-350	-2976.91	0.4195		1.33E-04	2.62E-05	4.17E-04	0.00E+00	-1	1.81E-03	20
37	-360	-2934.795	0.4207		1.40E-04	2.67E-05	4.65E-04	0.00E+00	-1	2.02E-03	20
38	-370	-2890.351	0.422		1.47E-04	2.73E-05	5.27E-04	0.00E+00	-1	2.29E-03	20
39	-380	-2842.995	0.4233		1.54E-04	2.78E-05	6.01E-04	0.00E+00	-1	2.61E-03	20
40	-390	-2792.399	0.4248		1.62E-04	2.85E-05	6.84E-04	0.00E+00	-1	2.98E-03	20
41	-400	-2738.546	0.4264		1.70E-04	2.91E-05	7.73E-04	0.00E+00	-1	3.36E-03	20
42	-410	-2681.721	0.428		1.79E-04	2.99E-05	8.62E-04	0.00E+00	-1	3.75E-03	20
43	-420	-2622.416	0.4297		1.88E-04	3.06E-05	9.47E-04	0.00E+00	-1	4.12E-03	20
44	-430	-2561.228	0.4315		1.98E-04	3.14E-05	1.03E-03	0.00E+00	-1	4.46E-03	20
45	-440	-2498.761	0.4333		2.08E-04	3.21E-05	1.10E-03	0.00E+00	-1	4.77E-03	20
46	-450	-2435.546	0.4351		2.17E-04	3.29E-05	1.16E-03	0.00E+00	-1	5.05E-03	20
47	-460	-2373.074	0.4373		2.36E-04	3.40E-05	1.23E-03	0.00E+00	-1	5.32E-03	20
48	-470	-2312.123	0.4396		2.58E-04	3.53E-05	1.29E-03	0.00E+00	-1	5.60E-03	20
49	-480	-2252.961	0.4419		2.79E-04	3.64E-05	1.35E-03	0.00E+00	-1	5.85E-03	20
50	-490	-2195.443	0.444		2.99E-04	3.76E-05	1.40E-03	0.00E+00	-1	6.07E-03	20
51	-500	-2139.406	0.4461		3.18E-04	3.87E-05	1.44E-03	0.00E+00	-1	6.27E-03	20
52	-510	-2084.689	0.4482		3.38E-04	3.98E-05	1.49E-03	0.00E+00	-1	6.47E-03	20
53	-520	-2031.145	0.4502		3.56E-04	4.09E-05	1.53E-03	0.00E+00	-1	6.66E-03	20
54	-530	-1978.641	0.4522		3.75E-04	4.19E-05	1.57E-03	0.00E+00	-1	6.85E-03	20
55	-540	-1927.063	0.4541		3.93E-04	4.29E-05	1.62E-03	0.00E+00	-1	7.03E-03	20
56	-550	-1877.166	0.4565		4.28E-04	4.44E-05	1.66E-03	0.00E+00	-1	7.23E-03	20
57	-560	-1829.347	0.4588		4.65E-04	4.59E-05	1.71E-03	0.00E+00	-1	7.44E-03	20
58	-570	-1783.399	0.4611		5.01E-04	4.73E-05	1.76E-03	0.00E+00	-1	7.64E-03	20
59	-580	-1739.047	0.4632		5.35E-04	4.87E-05	1.80E-03	0.00E+00	-1	7.82E-03	20
60	-590	-1696.11	0.4653		5.69E-04	5.01E-05	1.83E-03	0.00E+00	-1	7.97E-03	20
61	-600	-1654.474	0.4674		6.01E-04	5.14E-05	1.86E-03	0.00E+00	-1	8.10E-03	20
62	-610	-1614.083	0.4693		6.32E-04	5.26E-05	1.88E-03	0.00E+00	-1	8.18E-03	20
63	-620	-1574.925	0.4713		6.63E-04	5.39E-05	1.89E-03	0.00E+00	-1	8.21E-03	20
64	-630	-1537.03	0.4731		6.92E-04	5.51E-05	1.88E-03	0.00E+00	-1	8.19E-03	20
65	-640	-1500.782	0.4751		7.38E-04	5.65E-05	1.86E-03	0.00E+00	-1	8.08E-03	20
66	-650	-1466.789	0.4773		7.96E-04	5.82E-05	1.81E-03	0.00E+00	-1	7.87E-03	20
67	-660	-1435.156	0.4793		8.49E-04	5.97E-05	1.74E-03	0.00E+00	-1	7.55E-03	20
68	-670	-1405.782	0.4811		8.99E-04	6.11E-05	1.64E-03	0.00E+00	-1	7.12E-03	20
69	-680	-1378.623	0.4828		9.45E-04	6.24E-05	1.51E-03	0.00E+00	-1	6.58E-03	20
70	-690	-1353.672	0.4844		9.87E-04	6.36E-05	1.36E-03	0.00E+00	-1	5.93E-03	20
71	-700	-1330.938	0.4858		1.03E-03	6.47E-05	1.19E-03	0.00E+00	-1	5.17E-03	20
72	-710	-1310.438	0.4871		1.06E-03	6.57E-05	9.92E-04	0.00E+00	-1	4.31E-03	20
73	-720	-1292.185	0.4882		1.09E-03	6.66E-05	7.75E-04	0.00E+00	-1	3.37E-03	20
74	-730	-1276.188	0.4892		1.12E-03	6.74E-05	5.43E-04	0.00E+00	-1	2.36E-03	20
75	-740	-1262.44	0.4901		1.14E-03	6.80E-05	2.99E-04	0.00E+00	-1	1.30E-03	20
76	-750	-1250.921	0.4908		1.16E-03	6.86E-05	4.84E-05	0.00E+00	-1	2.10E-04	20
77	-760	-1241.59	0.4914		1.18E-03	6.90E-05	-2.05E-04	0.00E+00	-1	-8.90E-04	20
78	-770	-1234.387	0.4918		1.19E-03	6.94E-05	-4.55E-04	0.00E+00	-1	-1.98E-03	20
79	-780	-1229.23	0.4922		1.20E-03	6.96E-05	-6.97E-04	0.00E+00	-1	-3.03E-03	20
80	-790	-1226.015	0.4924		1.20E-03	6.98E-05	-9.26E-04	0.00E+00	-1	-4.03E-03	20
81	-800	-1224.619	0.4925		1.21E-03	6.99E-05	-1.14E-03	0.00E+00	-1	-4.95E-03	20
82	-810	-1224.897	0.4924		1.21E-03	6.99E-05	-1.33E-03	0.00E+00	-1	-5.78E-03	20
83	-820	-1226.692	0.4923		1.20E-03	6.98E-05	-1.50E-03	0.00E+00	-1	-6.52E-03	20
84	-830	-1229.835	0.4921		1.20E-03	6.96E-05	-1.64E-03	0.00E+00	-1	-7.14E-03	20
85	-840	-1234.151	0.4919		1.19E-03	6.94E-05	-1.76E-03	0.00E+00	-1	-7.66E-03	20
86	-850	-1239.461	0.4915		1.18E-03	6.92E-05	-1.86E-03	0.00E+00	-1	-8.07E-03	20
87	-860	-1245.589	0.4911		1.17E-03	6.89E-05	-1.93E-03	0.00E+00	-1	-8.37E-03	20
88	-870	-1252.363	0.4907		1.16E-03	6.85E-05	-1.97E-03	0.00E+00	-1	-8.57E-03	20
89	-880	-1259.613	0.4903		1.15E-03	6.82E-05	-2.00E-03	0.00E+00	-1	-8.68E-03	20
90	-890	-1267.178	0.4898		1.13E-03	6.78E-05	-2.00E-03	0.00E+00	-1	-8.70E-03	20
91	-900	-1274.895	0.4893		1.12E-03	6.74E-05	-1.99E-03	0.00E+00	-1	-8.63E-03	20
92	-910	-1282.606	0.4888		1.11E-03	6.71E-05	-1.95E-03	0.00E+00	-1	-8.49E-03	20
93	-920	-1290.151	0.4883		1.10E-03	6.67E-05	-1.90E-03	0.00E+00	-1	-8.28E-03	20
94	-930	-1297.368	0.4879		1.08E-03	6.64E-05	-1.84E-03	0.00E+00	-1	-7.99E-03	20
95	-940	-1304.093	0.4875		1.07E-03	6.60E-05	-1.76E-03	0.00E+00	-1	-7.64E-03	20
96	-950	-1310.163	0.4871		1.06E-03	6.57E-05	-1.66E-03	0.00E+00	-1	-7.23E-03	20
97	-960	-1315.417	0.4868		1.05E-03	6.55E-05	-1.56E-03	0.00E+00	-1	-6.76E-03	20
98	-970	-1319.702	0.4865		1.05E-03	6.53E-05	-1.44E-03	0.00E+00	-1	-6.24E-03	20
99	-980	-1322.884	0.4863		1.04E-03	6.51E-05	-1.31E-03	0.00E+00	-1	-5.69E-03	20
100	-990	-1324.849	0.4862		1.04E-03	6.50E-05	-1.17E-03	0.00E+00	-1	-5.10E-03	20
101	-1000	-1325.518	0.4861		1.04E-03	6.50E-05	-1.11E-03	0.00E+00	-1	-4.80E-03	20
end											
											
											
Tim	e:      160.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-360.433	0.5992		3.30E-03	1.91E-04	2.63E-08	0.00E+00	-1	1.14E-07	20
2	-10	-358.428	0.5996		3.34E-03	1.91E-04	-5.27E-03	0.00E+00	-1	-2.29E-02	20
3	-20	-373.133	0.5967		3.05E-03	1.87E-04	-1.04E-02	0.00E+00	-1	-4.53E-02	20
4	-30	-408.819	0.5904		2.63E-03	1.78E-04	-1.51E-02	0.00E+00	-1	-6.57E-02	20
5	-40	-475.029	0.579		1.90E-03	1.61E-04	-1.93E-02	0.00E+00	-1	-8.39E-02	20
6	-50	-604.039	0.5601		1.17E-03	1.35E-04	-2.30E-02	0.00E+00	-1	-9.99E-02	20
7	-60	-675.995	0.5428		4.84E-03	1.21E-04	-2.58E-02	0.00E+00	-1	-1.12E-01	20
8	-70	-726.444	0.5367		4.08E-03	1.14E-04	-2.79E-02	0.00E+00	-1	-1.21E-01	20
9	-80	-794.401	0.5293		3.34E-03	1.06E-04	-2.95E-02	0.00E+00	-1	-1.28E-01	20
10	-90	-884.532	0.5205		2.67E-03	9.63E-05	-3.03E-02	0.00E+00	-1	-1.32E-01	20
11	-100	-1006.435	0.5094		1.96E-03	8.52E-05	-3.02E-02	0.00E+00	-1	-1.31E-01	20
12	-110	-1178.608	0.4958		1.33E-03	7.27E-05	-2.90E-02	0.00E+00	-1	-1.26E-01	20
13	-120	-1422.639	0.4801		8.72E-04	6.03E-05	-2.62E-02	0.00E+00	-1	-1.14E-01	20
14	-130	-1762.064	0.4621		5.18E-04	4.80E-05	-2.16E-02	0.00E+00	-1	-9.37E-02	20
15	-140	-2216.375	0.4432		2.92E-04	3.72E-05	-1.55E-02	0.00E+00	-1	-6.75E-02	20
16	-150	-2735.077	0.4265		1.71E-04	2.92E-05	-9.22E-03	0.00E+00	-1	-4.01E-02	20
17	-160	-3161.611	0.4149		1.14E-04	2.44E-05	-4.48E-03	0.00E+00	-1	-1.95E-02	20
18	-170	-3413.271	0.4094		9.63E-05	2.25E-05	-1.88E-03	0.00E+00	-1	-8.17E-03	20
19	-180	-3512.071	0.4072		8.96E-05	2.17E-05	-6.55E-04	0.00E+00	-1	-2.85E-03	20
20	-190	-3535.695	0.4067		8.80E-05	2.15E-05	-1.59E-04	0.00E+00	-1	-6.93E-04	20
21	-200	-3527.977	0.4069		8.85E-05	2.16E-05	4.09E-05	0.00E+00	-1	1.78E-04	20
22	-210	-3506.567	0.4073		9.00E-05	2.18E-05	1.36E-04	0.00E+00	-1	5.90E-04	20
23	-220	-3477.921	0.408		9.20E-05	2.20E-05	1.93E-04	0.00E+00	-1	8.38E-04	20
24	-230	-3444.753	0.4087		9.42E-05	2.22E-05	2.33E-04	0.00E+00	-1	1.01E-03	20
25	-240	-3408.617	0.4095		9.67E-05	2.25E-05	2.62E-04	0.00E+00	-1	1.14E-03	20
26	-250	-3370.631	0.4103		9.93E-05	2.28E-05	2.83E-04	0.00E+00	-1	1.23E-03	20
27	-260	-3331.625	0.4112		1.02E-04	2.31E-05	2.98E-04	0.00E+00	-1	1.30E-03	20
28	-270	-3292.178	0.412		1.05E-04	2.34E-05	3.09E-04	0.00E+00	-1	1.34E-03	20
29	-280	-3252.661	0.4129		1.07E-04	2.37E-05	3.16E-04	0.00E+00	-1	1.38E-03	20
30	-290	-3213.264	0.4138		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3174.04	0.4146		1.13E-04	2.43E-05	3.29E-04	0.00E+00	-1	1.43E-03	20
