***	**** Program	HYDRUS									
***	****										
Wel	come to HYDR	US-1D									
Dat	e:  25. 9.	Time:  16	: 0:13								
Uni	ts: L = mm	", T = min"	", M = mmo"		l						
											
											
Tim	e:       10.	0									
											
											
Nod	e      Depth	Head	Moisture	Ths	K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
63	-620	-1575.805	0.4712		6.62E-04	5.38E-05	1.96E-03	0.00E+00	-1	8.50E-03	20
64	-630	-1536.779	0.4731		6.93E-04	5.51E-05	1.97E-03	0.00E+00	-1	8.57E-03	20
65	-640	-1499.206	0.4752		7.41E-04	5.66E-05	1.97E-03	0.00E+00	-1	8.57E-03	20
66	-650	-1463.666	0.4775		8.01E-04	5.83E-05	1.95E-03	0.00E+00	-1	8.49E-03	20
67	-660	-1430.311	0.4796		8.58E-04	5.99E-05	1.91E-03	0.00E+00	-1	8.29E-03	20
68	-670	-1399.094	0.4815		9.10E-04	6.14E-05	1.83E-03	0.00E+00	-1	7.95E-03	20
69	-680	-1370.038	0.4833		9.60E-04	6.28E-05	1.72E-03	0.00E+00	-1	7.47E-03	20
70	-690	-1343.209	0.485		1.01E-03	6.41E-05	1.57E-03	0.00E+00	-1	6.83E-03	20
71	-700	-1318.69	0.4866		1.05E-03	6.53E-05	1.39E-03	0.00E+00	-1	6.05E-03	20
72	-710	-1296.57	0.4879		1.08E-03	6.64E-05	1.18E-03	0.00E+00	-1	5.11E-03	20
73	-720	-1276.927	0.4892		1.12E-03	6.73E-05	9.33E-04	0.00E+00	-1	4.06E-03	20
74	-730	-1259.823	0.4902		1.15E-03	6.82E-05	6.64E-04	0.00E+00	-1	2.89E-03	20
75	-740	-1245.297	0.4912		1.17E-03	6.89E-05	3.77E-04	0.00E+00	-1	1.64E-03	20
76	-750	-1233.358	0.4919		1.19E-03	6.94E-05	7.65E-05	0.00E+00	-1	3.32E-04	20
77	-760	-1223.992	0.4925		1.21E-03	6.99E-05	-2.30E-04	0.00E+00	-1	-9.99E-04	20
78	-770	-1217.156	0.4929		1.22E-03	7.02E-05	-5.35E-04	0.00E+00	-1	-2.33E-03	20
79	-780	-1212.775	0.4932		1.23E-03	7.04E-05	-8.32E-04	0.00E+00	-1	-3.62E-03	20
80	-790	-1210.735	0.4933		1.23E-03	7.05E-05	-1.11E-03	0.00E+00	-1	-4.83E-03	20
81	-800	-1210.863	0.4933		1.23E-03	7.05E-05	-1.36E-03	0.00E+00	-1	-5.92E-03	20
82	-810	-1212.912	0.4932		1.23E-03	7.04E-05	-1.58E-03	0.00E+00	-1	-6.85E-03	20
83	-820	-1216.601	0.493		1.22E-03	7.03E-05	-1.75E-03	0.00E+00	-1	-7.61E-03	20
84	-830	-1221.648	0.4926		1.21E-03	7.00E-05	-1.89E-03	0.00E+00	-1	-8.21E-03	20
85	-840	-1227.795	0.4923		1.20E-03	6.97E-05	-1.99E-03	0.00E+00	-1	-8.65E-03	20
86	-850	-1234.812	0.4918		1.19E-03	6.94E-05	-2.06E-03	0.00E+00	-1	-8.97E-03	20
87	-860	-1242.5	0.4913		1.18E-03	6.90E-05	-2.11E-03	0.00E+00	-1	-9.17E-03	20
88	-870	-1250.684	0.4908		1.16E-03	6.86E-05	-2.13E-03	0.00E+00	-1	-9.27E-03	20
89	-880	-1259.212	0.4903		1.15E-03	6.82E-05	-2.14E-03	0.00E+00	-1	-9.29E-03	20
90	-890	-1267.944	0.4897		1.13E-03	6.78E-05	-2.13E-03	0.00E+00	-1	-9.24E-03	20
91	-900	-1276.75	0.4892		1.12E-03	6.73E-05	-2.10E-03	0.00E+00	-1	-9.13E-03	20
92	-910	-1285.499	0.4886		1.10E-03	6.69E-05	-2.06E-03	0.00E+00	-1	-8.94E-03	20
93	-920	-1294.053	0.4881		1.09E-03	6.65E-05	-2.00E-03	0.00E+00	-1	-8.70E-03	20
94	-930	-1302.262	0.4876		1.08E-03	6.61E-05	-1.93E-03	0.00E+00	-1	-8.39E-03	20
95	-940	-1309.959	0.4871		1.06E-03	6.57E-05	-1.84E-03	0.00E+00	-1	-8.01E-03	20
96	-950	-1316.963	0.4867		1.05E-03	6.54E-05	-1.74E-03	0.00E+00	-1	-7.56E-03	20
97	-960	-1323.08	0.4863		1.04E-03	6.51E-05	-1.62E-03	0.00E+00	-1	-7.04E-03	20
98	-970	-1328.113	0.486		1.03E-03	6.49E-05	-1.49E-03	0.00E+00	-1	-6.46E-03	20
99	-980	-1331.877	0.4857		1.02E-03	6.47E-05	-1.34E-03	0.00E+00	-1	-5.82E-03	20
100	-990	-1334.216	0.4856		1.02E-03	6.46E-05	-1.18E-03	0.00E+00	-1	-5.14E-03	20
101	-1000	-1335.015	0.4855		1.02E-03	6.45E-05	-1.10E-03	0.00E+00	-1	-4.79E-03	20
end											
											
											
Tim	e:      120.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-255.227	0.6209		5.98E-03	2.24E-04	2.65E-08	0.00E+00	-1	1.15E-07	20
2	-10	-252.211	0.6216		6.08E-03	2.25E-04	-8.47E-03	0.00E+00	-1	-3.68E-02	20
3	-20	-263.853	0.619		5.69E-03	2.21E-04	-1.69E-02	0.00E+00	-1	-7.35E-02	20
4	-30	-294.664	0.6122		4.64E-03	2.11E-04	-2.52E-02	0.00E+00	-1	-1.10E-01	20
5	-40	-358.129	0.5996		3.34E-03	1.91E-04	-3.31E-02	0.00E+00	-1	-1.44E-01	20
6	-50	-491.4	0.5766		1.81E-03	1.57E-04	-3.95E-02	0.00E+00	-1	-1.72E-01	20
7	-60	-583.782	0.5543		6.44E-03	1.35E-04	-4.42E-02	0.00E+00	-1	-1.92E-01	20
8	-70	-653.106	0.5455		5.18E-03	1.25E-04	-4.72E-02	0.00E+00	-1	-2.05E-01	20
9	-80	-752.299	0.5336		3.68E-03	1.10E-04	-4.87E-02	0.00E+00	-1	-2.12E-01	20
10	-90	-899.135	0.5191		2.56E-03	9.47E-05	-4.79E-02	0.00E+00	-1	-2.08E-01	20
11	-100	-1116.857	0.5008		1.56E-03	7.72E-05	-4.41E-02	0.00E+00	-1	-1.92E-01	20
12	-110	-1453.165	0.4783		8.29E-04	5.91E-05	-3.64E-02	0.00E+00	-1	-1.58E-01	20
13	-120	-1961.668	0.4528		3.85E-04	4.25E-05	-2.55E-02	0.00E+00	-1	-1.11E-01	20
14	-130	-2631.556	0.4294		1.87E-04	3.05E-05	-1.40E-02	0.00E+00	-1	-6.07E-02	20
15	-140	-3189.641	0.4143		1.11E-04	2.42E-05	-5.72E-03	0.00E+00	-1	-2.49E-02	20
16	-150	-3469.755	0.4081		9.23E-05	2.20E-05	-1.92E-03	0.00E+00	-1	-8.33E-03	20
17	-160	-3557.719	0.4062		8.64E-05	2.14E-05	-5.62E-04	0.00E+00	-1	-2.44E-03	20
18	-170	-3576.741	0.4058		8.52E-05	2.12E-05	-1.55E-04	0.00E+00	-1	-6.73E-04	20
19	-180	-3573.829	0.4059		8.54E-05	2.13E-05	-2.01E-05	0.00E+00	-1	-8.75E-05	20
20	-190	-3561.474	0.4061		8.62E-05	2.13E-05	5.03E-05	0.00E+00	-1	2.19E-04	20
21	-200	-3542.217	0.4066		8.75E-05	2.15E-05	1.09E-04	0.00E+00	-1	4.73E-04	20
22	-210	-3516.704	0.4071		8.93E-05	2.17E-05	1.63E-04	0.00E+00	-1	7.09E-04	20
23	-220	-3485.785	0.4078		9.14E-05	2.19E-05	2.11E-04	0.00E+00	-1	9.15E-04	20
24	-230	-3450.735	0.4086		9.38E-05	2.22E-05	2.48E-04	0.00E+00	-1	1.08E-03	20
25	-240	-3412.943	0.4094		9.64E-05	2.25E-05	2.76E-04	0.00E+00	-1	1.20E-03	20
26	-250	-3373.615	0.4103		9.91E-05	2.28E-05	2.94E-04	0.00E+00	-1	1.28E-03	20
27	-260	-3333.63	0.4111		1.02E-04	2.31E-05	3.06E-04	0.00E+00	-1	1.33E-03	20
28	-270	-3293.546	0.412		1.05E-04	2.34E-05	3.14E-04	0.00E+00	-1	1.36E-03	20
29	-280	-3253.673	0.4129		1.07E-04	2.37E-05	3.19E-04	0.00E+00	-1	1.39E-03	20
30	-290	-3214.154	0.4138		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3175.017	0.4146		1.13E-04	2.43E-05	3.27E-04	0.00E+00	-1	1.42E-03	20
32	-310	-3136.208	0.4155		1.15E-04	2.46E-05	3.31E-04	0.00E+00	-1	1.44E-03	20
33	-320	-3097.596	0.4163		1.18E-04	2.49E-05	3.38E-04	0.00E+00	-1	1.47E-03	20
34	-330	-3058.957	0.4172		1.21E-04	2.52E-05	3.48E-04	0.00E+00	-1	1.51E-03	20
35	-340	-3020.283	0.4182		1.26E-04	2.56E-05	3.66E-04	0.00E+00	-1	1.59E-03	20
36	-350	-2981.021	0.4194		1.32E-04	2.61E-05	3.97E-04	0.00E+00	-1	1.72E-03	20
37	-360	-2940.403	0.4205		1.39E-04	2.66E-05	4.41E-04	0.00E+00	-1	1.92E-03	20
38	-370	-2897.51	0.4218		1.45E-04	2.72E-05	5.02E-04	0.00E+00	-1	2.18E-03	20
39	-380	-2851.497	0.4231		1.53E-04	2.77E-05	5.79E-04	0.00E+00	-1	2.52E-03	20
40	-390	-2801.796	0.4245		1.60E-04	2.84E-05	6.69E-04	0.00E+00	-1	2.91E-03	20
41	-400	-2748.265	0.4261		1.69E-04	2.90E-05	7.65E-04	0.00E+00	-1	3.33E-03	20
42	-410	-2691.203	0.4277		1.78E-04	2.97E-05	8.63E-04	0.00E+00	-1	3.75E-03	20
43	-420	-2631.243	0.4295		1.87E-04	3.05E-05	9.55E-04	0.00E+00	-1	4.15E-03	20
44	-430	-2569.175	0.4312		1.97E-04	3.13E-05	1.04E-03	0.00E+00	-1	4.51E-03	20
45	-440	-2505.774	0.4331		2.07E-04	3.20E-05	1.11E-03	0.00E+00	-1	4.83E-03	20
46	-450	-2441.695	0.4349		2.17E-04	3.28E-05	1.17E-03	0.00E+00	-1	5.10E-03	20
47	-460	-2378.393	0.4371		2.35E-04	3.39E-05	1.23E-03	0.00E+00	-1	5.37E-03	20
48	-470	-2316.741	0.4394		2.56E-04	3.52E-05	1.30E-03	0.00E+00	-1	5.63E-03	20
49	-480	-2257.099	0.4417		2.77E-04	3.64E-05	1.35E-03	0.00E+00	-1	5.86E-03	20
50	-490	-2199.259	0.4439		2.97E-04	3.75E-05	1.40E-03	0.00E+00	-1	6.07E-03	20
51	-500	-2143.014	0.446		3.17E-04	3.86E-05	1.44E-03	0.00E+00	-1	6.27E-03	20
52	-510	-2088.166	0.4481		3.36E-04	3.97E-05	1.49E-03	0.00E+00	-1	6.46E-03	20
53	-520	-2034.541	0.4501		3.55E-04	4.08E-05	1.53E-03	0.00E+00	-1	6.65E-03	20
54	-530	-1981.985	0.4521		3.74E-04	4.18E-05	1.57E-03	0.00E+00	-1	6.83E-03	20
55	-540	-1930.364	0.454		3.92E-04	4.29E-05	1.61E-03	0.00E+00	-1	7.01E-03	20
56	-550	-1880.355	0.4563		4.25E-04	4.43E-05	1.66E-03	0.00E+00	-1	7.22E-03	20
57	-560	-1832.352	0.4587		4.63E-04	4.58E-05	1.71E-03	0.00E+00	-1	7.44E-03	20
58	-570	-1786.196	0.4609		4.98E-04	4.72E-05	1.76E-03	0.00E+00	-1	7.66E-03	20
59	-580	-1741.587	0.4631		5.33E-04	4.86E-05	1.81E-03	0.00E+00	-1	7.86E-03	20
60	-590	-1698.317	0.4652		5.67E-04	5.00E-05	1.85E-03	0.00E+00	-1	8.04E-03	20
61	-600	-1656.248	0.4673		6.00E-04	5.13E-05	1.89E-03	0.00E+00	-1	8.21E-03	20
62	-610	-1615.298	0.4693		6.31E-04	5.26E-05	1.92E-03	0.00E+00	-1	8.34E-03	20
63	-620	-1575.436	0.4712		6.62E-04	5.39E-05	1.94E-03	0.00E+00	-1	8.44E-03	20
64	-630	-1536.674	0.4731		6.93E-04	5.51E-05	1.95E-03	0.00E+00	-1	8.48E-03	20
65	-640	-1499.426	0.4752		7.40E-04	5.66E-05	1.94E-03	0.00E+00	-1	8.45E-03	20
66	-650	-1464.282	0.4774		8.00E-04	5.83E-05	1.92E-03	0.00E+00	-1	8.33E-03	20
67	-660	-1431.382	0.4795		8.56E-04	5.99E-05	1.86E-03	0.00E+00	-1	8.09E-03	20
68	-670	-1400.664	0.4814		9.08E-04	6.14E-05	1.78E-03	0.00E+00	-1	7.73E-03	20
69	-680	-1372.132	0.4832		9.56E-04	6.27E-05	1.66E-03	0.00E+00	-1	7.22E-03	20
70	-690	-1345.83	0.4849		1.00E-03	6.40E-05	1.51E-03	0.00E+00	-1	6.58E-03	20
71	-700	-1321.82	0.4864		1.04E-03	6.52E-05	1.33E-03	0.00E+00	-1	5.79E-03	20
72	-710	-1300.165	0.4877		1.08E-03	6.62E-05	1.12E-03	0.00E+00	-1	4.88E-03	20
73	-720	-1280.926	0.4889		1.11E-03	6.71E-05	8.87E-04	0.00E+00	-1	3.86E-03	20
74	-730	-1264.147	0.49		1.14E-03	6.80E-05	6.28E-04	0.00E+00	-1	2.73E-03	20
75	-740	-1249.853	0.4909		1.16E-03	6.86E-05	3.53E-04	0.00E+00	-1	1.53E-03	20
76	-750	-1238.048	0.4916		1.18E-03	6.92E-05	6.65E-05	0.00E+00	-1	2.89E-04	20
77	-760	-1228.71	0.4922		1.20E-03	6.97E-05	-2.25E-04	0.00E+00	-1	-9.77E-04	20
78	-770	-1221.786	0.4926		1.21E-03	7.00E-05	-5.14E-04	0.00E+00	-1	-2.23E-03	20
79	-780	-1217.195	0.4929		1.22E-03	7.02E-05	-7.94E-04	0.00E+00	-1	-3.45E-03	20
80	-790	-1214.814	0.4931		1.22E-03	7.03E-05	-1.06E-03	0.00E+00	-1	-4.59E-03	20
81	-800	-1214.479	0.4931		1.22E-03	7.04E-05	-1.29E-03	0.00E+00	-1	-5.63E-03	20
82	-810	-1215.99	0.493		1.22E-03	7.03E-05	-1.50E-03	0.00E+00	-1	-6.53E-03	20
83	-820	-1219.117	0.4928		1.22E-03	7.01E-05	-1.68E-03	0.00E+00	-1	-7.30E-03	20
84	-830	-1223.62	0.4925		1.21E-03	6.99E-05	-1.82E-03	0.00E+00	-1	-7.91E-03	20
85	-840	-1229.267	0.4922		1.20E-03	6.96E-05	-1.93E-03	0.00E+00	-1	-8.39E-03	20
86	-850	-1235.838	0.4917		1.19E-03	6.93E-05	-2.01E-03	0.00E+00	-1	-8.74E-03	20
87	-860	-1243.136	0.4913		1.18E-03	6.90E-05	-2.06E-03	0.00E+00	-1	-8.97E-03	20
88	-870	-1250.98	0.4908		1.16E-03	6.86E-05	-2.09E-03	0.00E+00	-1	-9.11E-03	20
89	-880	-1259.209	0.4903		1.15E-03	6.82E-05	-2.11E-03	0.00E+00	-1	-9.15E-03	20
90	-890	-1267.672	0.4898		1.13E-03	6.78E-05	-2.10E-03	0.00E+00	-1	-9.12E-03	20
91	-900	-1276.227	0.4892		1.12E-03	6.74E-05	-2.07E-03	0.00E+00	-1	-9.01E-03	20
92	-910	-1284.733	0.4887		1.10E-03	6.70E-05	-2.03E-03	0.00E+00	-1	-8.84E-03	20
93	-920	-1293.044	0.4882		1.09E-03	6.66E-05	-1.98E-03	0.00E+00	-1	-8.60E-03	20
94	-930	-1301.006	0.4877		1.08E-03	6.62E-05	-1.91E-03	0.00E+00	-1	-8.29E-03	20
95	-940	-1308.452	0.4872		1.06E-03	6.58E-05	-1.82E-03	0.00E+00	-1	-7.91E-03	20
96	-950	-1315.207	0.4868		1.05E-03	6.55E-05	-1.72E-03	0.00E+00	-1	-7.47E-03	20
97	-960	-1321.088	0.4864		1.04E-03	6.52E-05	-1.60E-03	0.00E+00	-1	-6.96E-03	20
98	-970	-1325.911	0.4861		1.03E-03	6.50E-05	-1.47E-03	0.00E+00	-1	-6.40E-03	20
99	-980	-1329.509	0.4859		1.03E-03	6.48E-05	-1.33E-03	0.00E+00	-1	-5.78E-03	20
100	-990	-1331.74	0.4857		1.03E-03	6.47E-05	-1.18E-03	0.00E+00	-1	-5.12E-03	20
101	-1000	-1332.502	0.4857		1.02E-03	6.47E-05	-1.10E-03	0.00E+00	-1	-4.79E-03	20
end											
											
											
Tim	e:      130.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-288.483	0.6136		4.85E-03	2.13E-04	6.05E-09	0.00E+00	-1	2.63E-08	20
2	-10	-285.623	0.6142		4.95E-03	2.14E-04	-7.02E-03	0.00E+00	-1	-3.05E-02	20
3	-20	-297.863	0.6115		4.53E-03	2.10E-04	-1.42E-02	0.00E+00	-1	-6.16E-02	20
4	-30	-330.089	0.6052		3.89E-03	2.00E-04	-2.12E-02	0.00E+00	-1	-9.23E-02	20
5	-40	-393.958	0.593		2.79E-03	1.81E-04	-2.78E-02	0.00E+00	-1	-1.21E-01	20
6	-50	-524.343	0.5717		1.62E-03	1.51E-04	-3.33E-02	0.00E+00	-1	-1.45E-01	20
7	-60	-610.343	0.5507		5.83E-03	1.31E-04	-3.74E-02	0.00E+00	-1	-1.63E-01	20
8	-70	-673.309	0.5431		4.88E-03	1.22E-04	-4.03E-02	0.00E+00	-1	-1.75E-01	20
9	-80	-761.389	0.5326		3.59E-03	1.09E-04	-4.21E-02	0.00E+00	-1	-1.83E-01	20
10	-90	-888.013	0.5201		2.64E-03	9.59E-05	-4.22E-02	0.00E+00	-1	-1.83E-01	20
11	-100	-1068.898	0.5045		1.73E-03	8.07E-05	-4.01E-02	0.00E+00	-1	-1.74E-01	20
12	-110	-1338.83	0.4854		1.02E-03	6.44E-05	-3.53E-02	0.00E+00	-1	-1.54E-01	20
13	-120	-1744.165	0.4631		5.35E-04	4.87E-05	-2.76E-02	0.00E+00	-1	-1.20E-01	20
14	-130	-2309.466	0.4399		2.62E-04	3.55E-05	-1.78E-02	0.00E+00	-1	-7.72E-02	20
15	-140	-2921.3	0.4211		1.43E-04	2.70E-05	-8.86E-03	0.00E+00	-1	-3.85E-02	20
16	-150	-3330.794	0.4112		1.02E-04	2.31E-05	-3.47E-03	0.00E+00	-1	-1.51E-02	20
17	-160	-3508.253	0.4073		8.98E-05	2.17E-05	-1.17E-03	0.00E+00	-1	-5.11E-03	20
18	-170	-3560.948	0.4061		8.62E-05	2.13E-05	-3.49E-04	0.00E+00	-1	-1.52E-03	20
19	-180	-3568.021	0.406		8.58E-05	2.13E-05	-7.41E-05	0.00E+00	-1	-3.22E-04	20
20	-190	-3558.191	0.4062		8.64E-05	2.14E-05	3.69E-05	0.00E+00	-1	1.60E-04	20
21	-200	-3539.55	0.4066		8.77E-05	2.15E-05	1.05E-04	0.00E+00	-1	4.56E-04	20
22	-210	-3514.365	0.4072		8.95E-05	2.17E-05	1.60E-04	0.00E+00	-1	6.96E-04	20
23	-220	-3483.848	0.4078		9.15E-05	2.19E-05	2.07E-04	0.00E+00	-1	8.99E-04	20
24	-230	-3449.257	0.4086		9.39E-05	2.22E-05	2.44E-04	0.00E+00	-1	1.06E-03	20
25	-240	-3411.9	0.4094		9.65E-05	2.25E-05	2.72E-04	0.00E+00	-1	1.18E-03	20
26	-250	-3372.92	0.4103		9.92E-05	2.28E-05	2.91E-04	0.00E+00	-1	1.27E-03	20
27	-260	-3333.178	0.4111		1.02E-04	2.31E-05	3.04E-04	0.00E+00	-1	1.32E-03	20
28	-270	-3293.248	0.412		1.05E-04	2.34E-05	3.12E-04	0.00E+00	-1	1.36E-03	20
29	-280	-3253.458	0.4129		1.07E-04	2.37E-05	3.18E-04	0.00E+00	-1	1.38E-03	20
30	-290	-3213.968	0.4138		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3174.814	0.4146		1.13E-04	2.43E-05	3.27E-04	0.00E+00	-1	1.42E-03	20
32	-310	-3135.938	0.4155		1.15E-04	2.46E-05	3.32E-04	0.00E+00	-1	1.45E-03	20
33	-320	-3097.201	0.4163		1.18E-04	2.49E-05	3.40E-04	0.00E+00	-1	1.48E-03	20
34	-330	-3058.354	0.4172		1.21E-04	2.52E-05	3.51E-04	0.00E+00	-1	1.53E-03	20
35	-340	-3019.384	0.4183		1.26E-04	2.57E-05	3.71E-04	0.00E+00	-1	1.61E-03	20
36	-350	-2979.702	0.4194		1.33E-04	2.62E-05	4.04E-04	0.00E+00	-1	1.75E-03	20
37	-360	-2938.562	0.4206		1.39E-04	2.67E-05	4.50E-04	0.00E+00	-1	1.95E-03	20
38	-370	-2895.114	0.4218		1.46E-04	2.72E-05	5.11E-04	0.00E+00	-1	2.22E-03	20
39	-380	-2848.611	0.4232		1.53E-04	2.78E-05	5.87E-04	0.00E+00	-1	2.55E-03	20
40	-390	-2798.581	0.4246		1.61E-04	2.84E-05	6.74E-04	0.00E+00	-1	2.93E-03	20
41	-400	-2744.931	0.4262		1.69E-04	2.91E-05	7.68E-04	0.00E+00	-1	3.34E-03	20
42	-410	-2687.959	0.4278		1.78E-04	2.98E-05	8.62E-04	0.00E+00	-1	3.75E-03	20
43	-420	-2628.243	0.4295		1.87E-04	3.05E-05	9.52E-04	0.00E+00	-1	4.14E-03	20
44	-430	-2566.499	0.4313		1.97E-04	3.13E-05	1.03E-03	0.00E+00	-1	4.49E-03	20
45	-440	-2503.435	0.4331		2.07E-04	3.21E-05	1.11E-03	0.00E+00	-1	4.81E-03	20
46	-450	-2439.661	0.435		2.17E-04	3.29E-05	1.17E-03	0.00E+00	-1	5.08E-03	20
47	-460	-2376.643	0.4372		2.35E-04	3.40E-05	1.23E-03	0.00E+00	-1	5.35E-03	20
48	-470	-2315.227	0.4395		2.57E-04	3.52E-05	1.29E-03	0.00E+00	-1	5.62E-03	20
49	-480	-2255.741	0.4417		2.78E-04	3.64E-05	1.35E-03	0.00E+00	-1	5.86E-03	20
50	-490	-2198.004	0.4439		2.98E-04	3.75E-05	1.40E-03	0.00E+00	-1	6.07E-03	20
51	-500	-2141.824	0.446		3.18E-04	3.86E-05	1.44E-03	0.00E+00	-1	6.27E-03	20
52	-510	-2087.016	0.4481		3.37E-04	3.97E-05	1.49E-03	0.00E+00	-1	6.47E-03	20
53	-520	-2033.414	0.4501		3.56E-04	4.08E-05	1.53E-03	0.00E+00	-1	6.65E-03	20
54	-530	-1980.871	0.4521		3.74E-04	4.19E-05	1.57E-03	0.00E+00	-1	6.84E-03	20
55	-540	-1929.259	0.4541		3.92E-04	4.29E-05	1.61E-03	0.00E+00	-1	7.02E-03	20
56	-550	-1879.282	0.4564		4.26E-04	4.43E-05	1.66E-03	0.00E+00	-1	7.22E-03	20
57	-560	-1831.333	0.4587		4.63E-04	4.58E-05	1.71E-03	0.00E+00	-1	7.45E-03	20
58	-570	-1785.237	0.461		4.99E-04	4.73E-05	1.76E-03	0.00E+00	-1	7.65E-03	20
59	-580	-1740.702	0.4631		5.34E-04	4.87E-05	1.81E-03	0.00E+00	-1	7.85E-03	20
60	-590	-1697.53	0.4653		5.67E-04	5.00E-05	1.85E-03	0.00E+00	-1	8.02E-03	20
61	-600	-1655.591	0.4673		6.00E-04	5.13E-05	1.88E-03	0.00E+00	-1	8.17E-03	20
62	-610	-1614.813	0.4693		6.32E-04	5.26E-05	1.91E-03	0.00E+00	-1	8.29E-03	20
63	-620	-1575.173	0.4712		6.63E-04	5.39E-05	1.92E-03	0.00E+00	-1	8.37E-03	20
64	-630	-1536.691	0.4731		6.93E-04	5.51E-05	1.93E-03	0.00E+00	-1	8.39E-03	20
65	-640	-1499.774	0.4752		7.40E-04	5.66E-05	1.92E-03	0.00E+00	-1	8.33E-03	20
66	-650	-1465.022	0.4774		7.99E-04	5.83E-05	1.88E-03	0.00E+00	-1	8.17E-03	20
67	-660	-1432.56	0.4794		8.54E-04	5.98E-05	1.82E-03	0.00E+00	-1	7.90E-03	20
68	-670	-1402.313	0.4813		9.05E-04	6.13E-05	1.73E-03	0.00E+00	-1	7.51E-03	20
69	-680	-1374.27	0.4831		9.53E-04	6.26E-05	1.61E-03	0.00E+00	-1	6.99E-03	20
70	-690	-1348.453	0.4847		9.96E-04	6.39E-05	1.46E-03	0.00E+00	-1	6.34E-03	20
71	-700	-1324.904	0.4862		1.04E-03	6.50E-05	1.28E-03	0.00E+00	-1	5.57E-03	20
72	-710	-1303.669	0.4875		1.07E-03	6.60E-05	1.08E-03	0.00E+00	-1	4.67E-03	20
73	-720	-1284.792	0.4887		1.10E-03	6.70E-05	8.46E-04	0.00E+00	-1	3.68E-03	20
74	-730	-1268.302	0.4897		1.13E-03	6.78E-05	5.97E-04	0.00E+00	-1	2.59E-03	20
75	-740	-1254.214	0.4906		1.16E-03	6.84E-05	3.33E-04	0.00E+00	-1	1.45E-03	20
76	-750	-1242.521	0.4913		1.18E-03	6.90E-05	5.89E-05	0.00E+00	-1	2.56E-04	20
77	-760	-1233.193	0.4919		1.19E-03	6.95E-05	-2.18E-04	0.00E+00	-1	-9.49E-04	20
78	-770	-1226.175	0.4924		1.20E-03	6.98E-05	-4.93E-04	0.00E+00	-1	-2.14E-03	20
79	-780	-1221.381	0.4927		1.21E-03	7.00E-05	-7.58E-04	0.00E+00	-1	-3.30E-03	20
80	-790	-1218.693	0.4928		1.22E-03	7.02E-05	-1.01E-03	0.00E+00	-1	-4.38E-03	20
81	-800	-1217.964	0.4929		1.22E-03	7.02E-05	-1.24E-03	0.00E+00	-1	-5.37E-03	20
82	-810	-1219.016	0.4928		1.22E-03	7.01E-05	-1.44E-03	0.00E+00	-1	-6.26E-03	20
83	-820	-1221.652	0.4926		1.21E-03	7.00E-05	-1.61E-03	0.00E+00	-1	-7.01E-03	20
84	-830	-1225.662	0.4924		1.20E-03	6.98E-05	-1.76E-03	0.00E+00	-1	-7.64E-03	20
85	-840	-1230.838	0.4921		1.20E-03	6.96E-05	-1.87E-03	0.00E+00	-1	-8.13E-03	20
86	-850	-1236.974	0.4917		1.19E-03	6.93E-05	-1.96E-03	0.00E+00	-1	-8.51E-03	20
87	-860	-1243.877	0.4912		1.17E-03	6.89E-05	-2.02E-03	0.00E+00	-1	-8.77E-03	20
88	-870	-1251.368	0.4908		1.16E-03	6.86E-05	-2.05E-03	0.00E+00	-1	-8.93E-03	20
89	-880	-1259.28	0.4903		1.15E-03	6.82E-05	-2.07E-03	0.00E+00	-1	-9.00E-03	20
90	-890	-1267.455	0.4898		1.13E-03	6.78E-05	-2.07E-03	0.00E+00	-1	-8.98E-03	20
91	-900	-1275.742	0.4892		1.12E-03	6.74E-05	-2.05E-03	0.00E+00	-1	-8.89E-03	20
92	-910	-1283.992	0.4887		1.11E-03	6.70E-05	-2.01E-03	0.00E+00	-1	-8.73E-03	20
93	-920	-1292.053	0.4882		1.09E-03	6.66E-05	-1.95E-03	0.00E+00	-1	-8.49E-03	20
94	-930	-1299.767	0.4877		1.08E-03	6.62E-05	-1.88E-03	0.00E+00	-1	-8.19E-03	20
95	-940	-1306.969	0.4873		1.07E-03	6.59E-05	-1.80E-03	0.00E+00	-1	-7.82E-03	20
96	-950	-1313.487	0.4869		1.06E-03	6.56E-05	-1.70E-03	0.00E+00	-1	-7.39E-03	20
97	-960	-1319.147	0.4865		1.05E-03	6.53E-05	-1.59E-03	0.00E+00	-1	-6.89E-03	20
98	-970	-1323.779	0.4862		1.04E-03	6.51E-05	-1.46E-03	0.00E+00	-1	-6.34E-03	20
