Site Name ,FORESTLOWER
Site Number ,3
Logger ,Capacitive Water Level
Logger Serial Number ,6570


Scan No ,Date and Time,       Capacitive Water Level,        ,
104,08/03/2017 , 21:32:12,891,273
105,08/03/2017 , 21:32:22,891,273
106,08/03/2017 , 21:32:32,907,280.9
107,08/03/2017 , 21:32:42,907,280.9
108,08/03/2017 , 21:32:52,907,280.9
109,08/03/2017 , 21:33:02,921,287.7
110,08/03/2017 , 21:33:12,922,288.2
111,08/03/2017 , 21:33:22,922,288.2
112,08/03/2017 , 21:33:32,939,296.6
113,08/03/2017 , 21:33:42,940,297.1
114,08/03/2017 , 21:33:52,940,297.1
115,08/03/2017 , 21:34:02,952,302.9
116,08/03/2017 , 21:34:12,952,302.9
117,08/03/2017 , 21:34:22,953,303.4
118,08/03/2017 , 21:34:32,968,310.8
119,08/03/2017 , 21:34:42,969,311.3
120,08/03/2017 , 21:34:52,976,314.7
121,08/03/2017 , 21:35:02,968,310.8
