"Plot Title: El guabo novalinx"
"#","Date Time, GMT+00:00","Event","Coupler Detached","Coupler Attached","Stopped","End Of File"
73,06/28/14 01:11:25 PM,71.00,,,,
74,06/30/14 06:33:10 PM,72.00,,,,
75,06/30/14 06:35:14 PM,73.00,,,,
76,06/30/14 06:37:06 PM,74.00,,,,
77,06/30/14 06:40:50 PM,75.00,,,,
78,06/30/14 06:44:49 PM,76.00,,,,
79,06/30/14 07:05:47 PM,77.00,,,,
80,06/30/14 07:06:31 PM,78.00,,,,
81,06/30/14 07:07:19 PM,79.00,,,,
82,06/30/14 07:09:03 PM,80.00,,,,
83,06/30/14 07:14:05 PM,81.00,,,,
84,07/01/14 07:53:23 PM,82.00,,,,
85,07/01/14 07:54:27 PM,83.00,,,,
86,07/01/14 07:55:02 PM,84.00,,,,
87,07/01/14 07:55:52 PM,85.00,,,,
88,07/01/14 07:56:33 PM,86.00,,,,
89,07/01/14 07:57:26 PM,87.00,,,,
90,07/01/14 07:58:02 PM,88.00,,,,
91,07/01/14 07:58:28 PM,89.00,,,,
92,07/01/14 07:58:56 PM,90.00,,,,
93,07/01/14 07:59:25 PM,91.00,,,,
94,07/01/14 07:59:47 PM,92.00,,,,
95,07/01/14 08:00:18 PM,93.00,,,,
96,07/01/14 08:01:09 PM,94.00,,,,
97,07/01/14 08:03:28 PM,95.00,,,,
98,07/01/14 08:04:40 PM,96.00,,,,
99,07/01/14 08:06:06 PM,97.00,,,,
100,07/01/14 08:07:10 PM,98.00,,,,
101,07/01/14 09:57:52 PM,99.00,,,,
102,07/02/14 07:58:28 PM,100.00,,,,
103,07/05/14 09:41:16 PM,101.00,,,,
104,07/05/14 09:43:14 PM,102.00,,,,
105,07/05/14 09:54:25 PM,103.00,,,,
106,07/06/14 07:43:21 PM,104.00,,,,
107,07/06/14 07:47:00 PM,105.00,,,,
108,07/06/14 07:57:04 PM,106.00,,,,
109,07/06/14 07:58:40 PM,107.00,,,,
110,07/06/14 08:00:59 PM,108.00,,,,
111,07/06/14 08:03:10 PM,109.00,,,,
112,07/06/14 08:04:45 PM,110.00,,,,
113,07/06/14 08:11:29 PM,111.00,,,,
114,07/06/14 08:13:57 PM,112.00,,,,
115,07/06/14 08:16:01 PM,113.00,,,,
116,07/06/14 08:17:09 PM,114.00,,,,
117,07/06/14 08:19:48 PM,115.00,,,,
118,07/06/14 08:21:46 PM,116.00,,,,
119,07/06/14 08:24:36 PM,117.00,,,,
120,07/06/14 08:31:57 PM,118.00,,,,
121,07/06/14 08:48:53 PM,119.00,,,,
122,07/07/14 04:30:01 PM,120.00,,,,
123,07/07/14 05:19:13 PM,121.00,,,,
124,07/07/14 05:23:24 PM,122.00,,,,
125,07/07/14 05:26:46 PM,123.00,,,,
126,07/07/14 05:30:33 PM,124.00,,,,
127,07/07/14 05:35:03 PM,125.00,,,,
128,07/09/14 05:37:07 PM,126.00,,,,
129,07/09/14 05:37:16 PM,127.00,,,,
130,07/09/14 05:37:31 PM,,,Logged,,
131,07/09/14 05:37:34 PM,127.00,,,Logged,Logged
